START_ID,END_ID,TYPE,fecha,dispositivo,tipo,editado,longitud_comentario,reportó,guardó,descargó,calificó,like,respondió,fecha_respuesta,like_autor,ratificado,temas,examen,aportes,está,abandonó,buscó,enfoque,primeros_usuarios,rol,status,último_acceso,cambios_realizados,versión,estado_reclamo,motivo_reclamo,tipo_comentario:string,ultima_interacción:datetime
51607457,36795505,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
52669508,23800871,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
66861330,43571225,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20531509,91863933,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
13844396,43369745,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
37600104,82909463,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
3854452,36924385,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
25735661,80015226,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
36228556,6837175,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
4403173,11484,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
20063671,67556179,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
33703984,83488802,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
85166204,53347634,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26561786,53088604,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91037737,32409217,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37145886,79624987,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89246937,11598278,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
29987533,64297341,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72106986,67785398,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
59819433,97540481,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
44646354,54460555,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78381665,57684354,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20497381,64862999,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54376227,8327381,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
56463123,19384885,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
95443580,90115636,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
13872713,26874614,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
89925170,59224488,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27414528,95526145,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
15629156,57775053,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
60717040,67568214,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
96866625,32818491,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
79275381,54059702,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81386202,59966497,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
85942345,2716148,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
64351161,18596845,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
4198813,28994003,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17120235,62439973,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
33712556,19979911,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
97161392,75255803,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
95930719,32818491,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
55011443,75288676,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17470939,24883940,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
97021339,7373100,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
56494741,39765631,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
46802956,73058529,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
79962075,36883307,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
68011234,88352954,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
44202034,30379798,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
65363219,48229521,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93620777,68522320,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
49983912,20984673,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
86565693,42986310,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
88940721,7491469,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56056312,53585198,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79962075,62885548,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
83956490,16108710,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98986034,70018287,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
81327713,39140030,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
72956541,43648744,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
51147669,3740563,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89152472,14956785,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
61113260,28270795,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
11589740,96713729,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89347103,3456753,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
57099219,91089824,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10515964,49177428,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
55005289,99075283,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
15420247,78309588,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43688723,879273,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
86281310,75772219,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
21110104,41109172,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79203510,78720236,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
16661843,15949114,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
93858985,85771994,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
20617458,23611717,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12368202,95977266,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
90890056,79624987,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
49609009,32333592,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63436643,60563827,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
61756416,74298943,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
12762762,61511251,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
47845082,92051446,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37112255,96925569,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
66268482,37414013,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
78863503,33743140,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55196875,35435544,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81218460,71020126,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45113703,1973068,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
8782995,62474604,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46461531,68496163,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
780585,42166952,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
46855073,54654682,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34990692,50503237,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028371,2489178,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
39941414,3571109,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
92270690,96925569,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
14759340,64505398,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37279846,71860009,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
81949659,2514977,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
93314816,63194015,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
95606407,77477985,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
9782015,38831826,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
61066486,81275431,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90305496,65365417,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
29732676,64115841,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
87890153,35828148,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
10273481,19959779,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
81520192,93918223,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
79273380,70878823,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22444430,40726642,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11894985,13903144,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
67568339,66505053,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
39637541,97424975,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81404534,59686970,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
82355208,95503052,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
29976107,17731106,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74833535,27821512,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
44793713,5327913,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
4330737,21602014,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
64637902,92270690,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
97390477,52820289,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88320641,82712459,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
24290898,79632940,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
10926356,75324816,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
30780751,1465311,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
76544529,18683010,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58607910,74086877,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24077528,57114630,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
77602817,87542269,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63174275,43042024,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36190360,66235947,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49532732,96936856,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
31142999,25107146,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
88257644,81404534,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55251547,61255062,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2389601,29725728,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
74094574,53585198,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68579952,67078561,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
7654219,76602417,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
80838495,7635058,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
36103797,35870767,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
17812995,18221841,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
95409599,22339353,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
7041976,31695383,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
60749138,41101342,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
15406645,84100723,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
70944243,47933036,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15457307,80884211,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
81270313,18702039,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
84934076,47145343,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
6463786,43061186,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
89280469,88932794,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
27414528,55190408,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
95967649,49430233,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
75316719,75814226,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
27140582,73321259,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
40158160,97909803,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
84100723,31291929,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
37376435,63888722,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
24459190,21840322,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
96646785,5380586,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53800968,70632178,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
66846303,42890139,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16796796,44029061,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
47408620,72362081,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26091819,76493396,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
40639766,36759649,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
94833665,50916242,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
75073253,11521823,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,40019128,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35898504,41924101,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
26452300,84109565,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
22438090,4523081,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73558429,39259013,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
34471853,38444181,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
42022933,91569047,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
88395975,35087050,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
